的	dik
村	cvn
升	si~
升	s@~
抬	toi
蒙	mu~
略	l@k
丹	dan
源	jvn
雄	hu~
危	~ri
床	co~
罪	z!i
食	sik
食	dru
食	ji
食	juk
食	zi
板	ban
校	gau
校	hau
某	mru
妙	miu
休	jru
珠	zv
列	lit
透	tru
春	c!n
委	wri
移	ji
呵	ho
偷	tru
牙	~a
宗	zu~
善	sin
浪	lo~
羽	jv
肩	gin
智	zi
弱	j@k
柳	lru
硬	~a~
洛	lok
范	fan
混	wrn
玄	jvn
徒	tou
配	pui
端	dvn
娜	na
娜	no
哭	huk
凝	ji~
率	l!t
率	s!t
避	bei
拳	kvn
采	coi
托	tok
森	srm
哼	hr~
惜	sek
惜	sik
束	cuk
熟	suk
熟	drk
抗	ko~
邪	ce
喊	ham
梅	mui
仇	kru
仇	sru
奔	brn
亡	mo~
富	fu
限	han
吓	ha
吓	hak
养	j@~
省	sa~
省	si~
占	zim
暴	bou
暴	buk
域	wik
瞧	ciu
摸	mok
摸	mo
席	zik
伊	ji
店	dim
敬	gi~
谷	guk
谷	juk
仿	fo~
借	ze
丈	z@~
姓	si~
挑	tiu
祖	zou
套	tou
困	$rn
冒	mou
夏	ha
叔	suk
架	ga
尖	zim
丁	di~
牛	~ru
牛	pei
扑	bok
彩	coi
降	go~
降	ho~
燕	jin
卷	gvn
臂	bei
桌	z@k
桌	c@k
嘿	hei
幽	jru
演	jin
巧	hau
巧	kiu
亦	jik
尤	jru
偏	pin
替	tri
箭	zin
拜	bai
腿	t!i
婆	po
婆	sik
唯	wri
班	ban
吉	grt
狼	lo~
洋	j@~
杯	bui
袋	doi
策	cak
腰	jiu
殿	din
番	fan
番	pun
杜	dou
盟	mr~
豪	hou
趣	c!i
午	~
户	wu
沈	crm
沈	srm
登	dr~
懂	du~
含	hrm
互	wu
律	l!t
厚	hru
聚	z!i
尸	si
迅	s!n
搞	gau
嘛	ma
稍	sau
介	gai
宣	svn
抽	cru
躲	do
舒	sv
供	gu~
傲	~ou
勇	ju~
犯	fan
益	jik
甲	gap
街	gai
孤	gu
碰	pu~
塔	tap
批	pri
碎	s!i
撞	zo~
阻	zo
操	cou
概	koi
曲	kuk
婚	frn
凶	hu~
爸	ba
奈	noi
逐	zuk
距	k!i
附	fu
歌	go
哦	o
哦	~o
咬	~au
塞	coi
塞	srk
慕	mou
孔	hu~
牌	pai
陪	pui
折	zit
折	sit
窗	c@~
逼	bik
材	coi
遍	pin
芒	mo~
征	zi~
瞪	dr~
瞪	ci~
抵	dri
郎	lo~
乃	nai
幻	wan
臣	srn
判	pun
翼	jik
欣	jrn
妻	cri
私	si
壁	bik
累	l!i
宋	su~
狗	gru
悄	ciu
吟	jrm
吟	~rm
伏	fuk
伏	buk
瞬	s!n
舍	se
挺	ti~
岳	~ok
悲	bei
圈	gvn
圈	hvn
旋	svn
瑞	s!i
惑	wak
竹	zuk
蛋	dan
艾	~ai
扎	zat
莉	lei
迫	bik
迫	bak
盛	si~
企	kei
俊	z!n
努	nou
逸	jrt
菲	fei
抖	dru
油	jru
唇	s!n
幕	mok
康	ho~
吐	tou
汗	hon
昨	zok
茶	ca
恢	fui
裂	lit
育	juk
央	j@~
央	ja~
吼	hau
吼	hru
爆	bau
鼓	gu
陷	ham
曼	man
泰	tai
灰	fui
灰	fiu
赤	cek
赤	cik
缺	kvt
伴	bun
猜	cai
浮	fru
昏	frn
融	ju~
妮	nei
菜	coi
例	lri
盯	di~
盯	de~
涌	cu~
涌	ju~
遭	zou
洲	zru
拼	pi~
拼	pe~
勒	lrk
勒	lak
博	bok
蛇	se
港	go~
貌	mau
拔	brt
洗	sri
剩	si~
剩	zi~
扶	fu
爵	z@k
晶	zi~
佩	pui
鼻	bei
御	jv
均	#rn
浩	hou
奶	nai
怨	jvn
忠	zu~
洪	hu~
糊	wu
固	gu
坦	tan
佳	gai
爹	de
蒂	dri
辛	srn
吹	c!i
仰	j@~
仰	~o~
迪	dik
晃	fo~
庭	ti~
梁	l@~
仔	zri
仔	zi
郭	#ok
插	cap
召	ziu
侍	si
慌	fo~
敏	mrn
伍	~
朗	lo~
掩	jim
隔	gak
傅	fu
疾	zrt
摩	mo
池	ci
氏	si
振	zrn
途	tou
童	tu~
朵	d@
朵	do
傻	so
粗	cou
旦	dan
悉	sik
旅	l!i
赫	hrk
赫	hak
穴	jvt
延	jin
皆	gai
琴	krm
戴	dai
仁	jrn
宜	ji
甘	grm
炸	za
戒	gai
琳	lrm
吻	mrn
季	#ri
疼	tu~
疼	tr~
桑	so~
侯	hru
堡	bou
珍	zrn
符	fu
芳	fo~
嗯	~
羞	sru
典	din
劫	gip
旗	kei
堆	d!i
霸	ba
廷	ti~
促	cuk
耐	noi
荒	fo~
序	z!i
躺	to~
粉	frn
慧	wri
餐	can
喃	nam
踏	dap
孟	ma~
匆	cu~
漫	man
乘	si~
拒	k!i
奉	fu~
漂	piu
愈	jv
倍	pui
拖	to
怔	zi~
映	ji~
奴	nou
愣	li~
健	gin
扭	nru
核	hrt
核	wrt
享	h@~
尾	mei
碧	bik
瓦	~a
尺	cek
票	piu
川	cvn
彼	bei
焰	jim
醉	z!i
述	s!t
痕	hrn
晨	srn
薄	bok
胖	bun
恭	gu~
倾	ki~
磨	mo
隆	lu~
岸	~on
括	kut
狐	wu
吞	trn
丫	a
忌	gei
悟	~
滑	wat
椅	ji
垂	s!i
辰	srn
曹	cou
霍	fok
痴	ci
款	fun
督	duk
乖	#ai
欺	hei
聊	liu
悠	jru
估	gu
爬	pa
匹	prt
截	zit
牢	lou
唱	c@~
唉	ai
嘻	hei
董	du~
惹	je
焦	ziu
援	wun
慰	wri
措	cou
悔	fui
革	gak
陵	li~
姿	zi
扯	ce
泉	cvn
予	jv
筑	zuk
勾	~ru
勾	ru
勾	gru
授	sru
罩	zau
埋	mai
熊	hu~
潮	ciu
漠	mok
殊	sv
哀	oi
掠	l@k
肚	tou
炮	pau
俱	k!i
邦	bo~
袖	zru
泛	fan
沿	jvn
沿	~on
卓	c@k
卓	z@k
航	ho~
零	li~
盈	ji~
末	mut
姆	mou
屈	wrt
眸	mru
冥	mi~
刃	jrn
炎	jim
姬	gei
堪	hrm
劈	pek
劈	pik
墨	mrk
培	pui
霜	s@~
斜	je
斜	ce
甜	tim
撒	sat
耀	jiu
脆	c!i
袍	pou
霞	ha
宏	wr~
滴	dik
牧	muk
耶	je
膀	bo~
寂	zik
媚	mei
枝	zi
祝	zuk
趁	crn
舌	sit
抹	mat
抹	mut
玲	li~
染	jim
跪	#ri
擦	cat
翔	c@~
埃	ai
埃	oi
盾	t!n
溜	liu
溜	lru
腹	fuk
渡	dou
燃	jin
眨	zam
撤	cit
敲	hau
侵	crm
喘	cvn
柄	be~
柄	bi~
嫁	ga
岩	~am
嘉	ga
拾	srp
泥	nri
版	ban
搜	sru
冬	du~
俗	zuk
僧	sr~
僧	zr~
喂	wri
搭	dap
暖	nvn
茫	mo~
返	fan
莎	sa
莎	so
宾	brn
冠	gun
析	sik
郁	juk
允	wrn
繁	fan
葛	got
祥	c@~
瘦	sru
仲	zu~
仗	z@~
弓	gu~
豫	jv
幅	fuk
瓶	pi~
瓶	pe~
愧	$ri
柱	cv
柱	z!i
翠	c!i
勉	min
矮	ri
矮	~ri
宿	suk
宿	sru
偶	~ru
刑	ji~
黎	lri
煞	sat
姊	zi
衫	sam
昂	~o~
恰	hrp
咐	fu
琪	kei
衡	hr~
捉	zuk
袁	jvn
亭	ti~
娃	wa
慈	ci
晴	ci~
咒	zru
羊	j@~
薇	mei
覆	fuk
魏	~ri
耗	hou
寸	cvn
跌	dit
俄	~o
蝶	dip
箱	s@~
弗	frt
弗	fit
扮	ban
障	z@~
怖	bou
屁	pei
歉	him
歉	hip
砍	hrm
踢	tek
寺	zi
爪	zau
棋	kei
捕	bou
扣	kru
扇	sin
臭	cru
篇	pin
泄	sit
辱	juk
裁	coi
仆	buk
仆	fu
仆	puk
穆	muk
昆	$rn
昆	#rn
丑	cru
愁	sru
勤	krn
崇	su~
井	ze~
帕	pak
昌	c@~
鞭	bin
叛	bun
僵	g@~
雕	diu
爽	so~
跨	$a
矛	mau
涉	sip
屠	tou
麽	mo
乾	kin
乾	gon
涂	tou
奸	gan
梯	tri
邀	jiu
慎	srn
夕	zik
婉	jvn
吩	frn
摔	s!t
魄	pak
酷	huk
巡	c!n
祭	zri
崖	~ai
誓	sri
描	miu
奏	zru
肖	ciu
曰	j@k
曰	jvt
霄	siu
糟	zou
麟	l!n
枚	mui
肌	gei
欠	him
稀	hei
液	jik
笨	brn
勃	but
毅	~ri
湿	srp
桃	tou
疲	pei
荷	ho
汽	hei
姜	g@~
摄	sip
哎	ai
植	zik
脖	but
催	c!i
虹	hu~
巫	mou
屏	pi~
屏	bi~
咽	jit
咽	jin
蓉	ju~
愕	~ok
肥	fei
凄	cri
搬	bun
扔	ji~
瑟	srt
杖	z@~
芙	fu
畏	wri
酸	svn
割	got
披	pei
滋	zi
秒	miu
戈	#o
捷	zit
播	bo
逆	jik
逆	~ak
咳	krt
申	srn
卑	bei
寇	kru
魅	mei
惠	wri
宛	jvn
喉	hru
幼	jru
卿	hi~
瓜	#a
氛	frn
腕	wun
污	wu
碗	wun
妃	fei
筋	grn
甩	lrt
寨	zai
蕾	l!i
兼	gim
婷	ti~
捏	nip
妥	to
拓	tok
拓	tap
斥	cik
吵	cau
璃	lei
夸	$a
倩	sin
薛	sit
崔	c!i
尉	wri
恒	hr~
後	hru
後	#rn
宴	jin
晌	h@~
艘	sru
辣	lat
哇	wa
斤	grn
挨	ai
挨	~ai
挨	~an
豹	pau
雁	~an
吾	~
挖	wat
挖	wa
彭	pa~
役	jik
遮	ze
舟	zru
佣	ju~
陶	tou
患	wan
砸	zap
砸	zak
愚	jv
腐	fu
腐
牲	sa~
牲	sr~
恍	fo~
俏	ciu
鼠	sv
狄	dik
妄	mo~
丘	jru
抑	jik
呈	ci~
尹	wrn
坡	po
坡	bo
契	kri
契	sit
契	kit
嫌	jim
津	z!n
售	sru
棒	pa~
郡	#rn
撕	si
疆	g@~
咕	gu
咕	ku
歇	hit
漏	lru
脾	pei
脾	bei
嫣	jin
盼	pan
蜜	mrt
姨	ji
珊	san
裹	#o
汪	wo~
靖	zi~
殷	jrn
殷	jin
淫	jrm
柯	o
巾	grn
娶	c!i
矩	g!i
棍	#rn
伐	frt
添	tim
陛	bri
嘲	zau
捧	pu~
宅	zak
鼎	di~
乏	frt
黛	doi
掏	tou
削	s@k
灌	gun
旨	zi
刷	cat
刷	sat
泡	pau
泡	bou
泡	pou
俞	jv
盒	hap
盒	hrp
嚷	j@~
沾	zim
漆	crt
蠢	c!n
甫	pou
甫	fu
膝	srt
墓	mou
逢	fu~
嫩	nvn
雀	z@k
枯	fu
陌	mrk
屑	sit
陡	dru
挽	wrn
挽	wan
涵	ham
署	cv
沃	juk
叉	ca
搏	bok
逝	sri
趟	to~
鞋	hai
赴	fu
砰	pi~
遂	s!i
泣	jrp
慨	koi
籍	zik
擒	krm
苗	miu
浴	juk
疏	so
尬	gai
逗	dru
豆	dru
孝	hau
芬	frn
湘	s@~
晰	sik
廉	lim
馨	hi~
械	hai
吊	diu
串	cvn
裸	lo
哲	zit
渴	hot
柏	bak
柏	pak
芸	wrn
拱	gu~
妨	fo~
揉	jru
寄	gei
宙	zru
宰	zoi
媒	mui
眯	mei
崩	br~
斧	fu
惶	wo~
嘶	si
嘶	sri
歪	wai
歪	me
涯	~ai
耍	sa
遵	zvn
遵	z!n
冤	jvn
悍	hon
耿	gr~
翅	ci
循	c!n
猴	hru
拂	frt
裙	$rn
蓬	fu~
蓬	pu~
芝	zi
昭	ziu
昭	ciu
倏	suk
肆	sei
肆	si
帽	mou
叮	di~
拐	#ai
儒	jv
嫂	sou
瞥	pit
廊	lo~
辨	bin
鄙	pei
哩	li
哩	le
愉	jv
摘	zak
淋	lrm
俯	fu
劣	lvt
玫	mui
吁	h!i
押	at
押	jap
昔	sik
攀	pan
乳	jv
鹿	luk
潘	pun
藤	tr~
躬	gu~
蔡	coi
粒	lrp
粒	nrp
揭	kit
嗓	so~
啪	pak
啪	bak
翎	li~
撼	hrm
遣	hin
囊	no~
眠	min
掀	hin
旺	wo~
弘	wr~
戚	cik
逍	siu
坤	$rn
憾	hrm
租	zou
咯	gak
咯	lok
卜	bak
卜	buk
卜	bok
凰	wo~
哄	hu~
匪	fei
膛	to~
淑	suk
忖	cvn
堵	dou
夷	ji
柴	cai
撇	pit
歹	dai
辜	gu
沐	muk
萍	pi~
敖	~ou
拆	cak
磊	l!i
罕	hon
瞳	tu~
杆	gon
葬	zo~
胞	bau
黯	rm
朕	zrm
兆	siu
擅	sin
陀	to
蜂	fu~
咦	ji
惟	wri
竭	kit
腔	ho~
裴	pui
玻	bo
璇	svn
溪	kri
朴	pok
衷	cu~
帘	lim
魁	fui
侄	zrt
茵	jrn
盆	pun
弦	jin
弦	jvn
兮	hri
翁	ju~
斌	brn
坑	ha~
踩	cai
瞎	hrt
躁	cou
蓄	cuk
丸	jvn
丐	koi
矣	ji
兔	tou
隙	#ik
隙	$ik
叠	dap
瞄	miu
倚	ji
舅	kru
祈	kei
怡	ji
肢	zi
於	jv
雯	mrn
斑	ban
蹲	d!n
蹲	cvn
棠	to~
胎	toi
妾	cip
篷	pu~
腥	se~
腥	si~
楞	lr~
楞	li~
澳	ou
霆	ti~
桂	#ri
艇	te~
哨	sau
寡	#a
挪	no
翰	hon
咧	le
咧	lit
怯	hip
瑰	#ri
寞	mok
彷	po~
彷	fo~
佐	zo
卒	z!t
栽	zoi
塌	tap
蹄	tri
棵	po
棵	fo
廖	liu
呻	srn
裳	s@~
睹	dou
溢	jrt
狡	gau
倘	to~
倘	s@~
胳	gak
婢	pei
枕	zrm
妒	dou
噬	sri
呃	~ak
呃	ak
呃	rk
喔	o
狸	lei
泊	bok
泊	pak
芷	zi
咪	mri
咪	mi
刮	#at
咖	ga
咖	ka
恕	sv
煌	wo~
蚩	ci
逛	#a~
逛	$a~
暇	ha
巷	ho~
填	tin
膊	bok
昧	mui
昧	mei
乞	hrt
叱	cik
姚	jiu
摧	c!i
遁	d!n
焚	frn
糕	gou
倦	gvn
啡	fei
啡	fe
啥	sa
乙	jvt
郝	gok
郝	kok
履	l!i
履	lei
匕	bei
茜	sri
茜	sin
嘟	dou
汝	jv
耽	dam
旭	juk
浸	zrm
畜	cuk
佑	jru
灼	c@k
灼	z@k
嗤	ci
峻	z!n
菊	guk
彤	tu~
焉	jin
敦	d!n
筒	tu~
棉	min
霉	mui
衰	s!i
烤	hau
麒	kei
犬	hvn
庸	ju~
姥	lou
桶	tu~
榜	bo~
榜	pr~
茅	mau
症	zi~
乍	za
翩	pin
棺	gun
潭	tam
歆	jrm
抄	cau
枉	wo~
趴	pa
嗔	zrn
嗔	crn
淮	wai
笛	dek
剪	zin
囚	cru
蔽	bri
辟	pik
碌	luk
塑	sok
塑	sou
刊	hon
捂	wu
桐	tu~
霎	srp
霎	sap
帆	fan
矢	ci
函	ham
址	zi
弩	nou
邱	jru
孽	jip
藉	zik
藉	ze
兀	~rt
雍	ju~
巍	~ri
匠	z@~
冉	jim
蛛	zv
瑜	jv
妍	jin
衍	jin
衍	hin
邵	siu
朽	nru
噗	pok
苟	gru
胃	wri
暮	mou
萝	lo
渠	k!i
琉	lru
熙	hei
噢	ou
噢	o
雇	gu
碑	bei
俺	jim
喀	ka
喀	krk
喀	hak
斐	fei
阮	jvn
嘎	ga
吱	zi
杏	hr~
桓	wun
昊	hou
擎	ki~
磁	ci
沸	fak
沸	fri
衙	~a
匙	ci
匙	si
鞘	ciu
猿	jvn
徽	fri
裕	jv
株	zv
蜀	suk
巢	cau
梭	so
兜	dru
敞	co~
骷	fu
娟	gvn
茂	mru
窄	zak
菱	li~
絮	s!i
絮	s!
坎	hrm
琦	kei
拘	k!i
梵	fan
脊	zek
澡	cou
窟	frt
姻	jrn
捐	gvn
孕	jrn
滔	tou
挫	co
伺	zi
扁	bin
扁	pin
墅	s!i
侮	mou
垃	lap
郊	gau
眶	$a~
眶	ho~
莽	mo~
俘	fu
卦	#a
喧	hvn
圾	sap
澄	ci~
妞	nru
彪	biu
淳	s!n
唔	m
唔	c!t
嗡	ju~
嗡	~rp
歧	kei
聘	pi~
哮	hau
嗦	so
嗦	sok
虞	jv
熬	~ou
熬	~au
迭	dip
迭	dit
梳	so
虐	j@k
掘	#rt
忿	frn
畔	bun
樊	fan
倪	~ri
襄	s@~
禽	krm
勿	mrt
嫉	zrt
杭	ho~
嚎	hou
菁	ci~
菁	zi~
眩	jvn
栗	l!t
蹦	ba~
蹦	br~
喻	jv
盲	ma~
茹	jv
佘	se
蔓	man
陋	lru
堤	tri
彬	brn
酬	cru
渺	miu
淘	tou
卸	se
蛟	gau
朦	mu~
帖	tip
菩	pou
坊	fo~
襟	krm
汁	zrp
僻	pik
盔	$ri
峨	~o
疚	gru
粹	s!i
醋	cou
秩	dit
沫	mut
肺	fri
咆	pau
嘀	dik
弧	wu
迦	ga
拚	pi~
拚	pun
妓	gei
蹈	dou
幢	to~
幢	co~
湛	zam
亨	hr~
媳	sik
奕	jik
吏	lei
磕	hrp
皓	hou
婿	sri
跋	brt
罡	go~
扳	pan
扳	ban
犀	sri
稿	gou
咚	du~
耕	ga~
耕	gr~
奢	ce
祺	kei
泳	wi~
拭	sik
戟	gik
萱	hvn
脂	zi
宵	siu
蔑	mit
嵌	hrm
戮	luk
叩	kru
迸	bi~
淹	jim
丞	si~
喇	la
哧	ci
叨	dou
叨	tou
瓷	ci
炯	#i~
揪	zru
揪	cru
沛	pui
蝠	fuk
逞	ci~
疫	jik
眷	gvn
懈	hai
嗅	cru
豁	kut
棚	pa~
煤	mui
框	$a~
殖	zik
券	gvn
券	hvn
蒸	zi~
熄	sik
疤	ba
蒲	pou
稚	zi
冀	kei
稻	dou
葡	pou
侃	hon
捆	$rn
澈	cit
毯	tan
傍	po~
傍	bo~
旬	c!n
梧	~
寓	jv
粘	nim
粘	zim
薪	srn
阱	zi~
撩	liu
舔	tim
舜	s!n
梨	lei
猾	wat
抿	mrn
禹	jv
啼	tri
炭	tan
掐	hap
夭	jiu
榻	tap
哉	zoi
逮	dri
旱	hon
甄	jrn
煮	zv
憋	bit
蕊	j!i
稽	kri
搓	co
搓	cai
瞅	cru
揍	zru
氓	mo~
氓	mrn
瑾	grn
肝	gon
踉	l@~
霓	~ri
淌	to~
霹	pik
茨	ci
刁	diu
膜	mok
膜	mou
擂	l!i
厥	kvt
厄	ak
厄	rk
扛	go~
扛	ko~
惕	tik
瞟	piu
凸	drt
肘	zau
肘	zru
媛	wun
浙	zit
奎	$ri
奎	fui
熏	frn
沁	srm
笙	sa~
笙	sr~
岔	ca
沮	z!i
酥	sou
冶	je
嗽	sru
舵	to
燥	cou
拙	zvt
瓣	ban
瓣	fan
吭	ha~
吭	hr~
吭	ho~
蝴	wu
罐	gun
糖	to~
蹙	cuk
琢	d@k
漾	j@~
怠	doi
怠	toi
嗷	~ou
涅	nip
窒	zrt
槐	wai
凳	dr~
臀	tvn
懊	ou
逾	jv
唬	fu
葫	wu
咸	ham
萄	tou
梢	sau
嗜	si
戳	c@k
猩	si~
跺	do
蟒	mo~
詹	zim
晒	sai
浦	pou
黝	jru
筷	fai
霖	lrm
炫	jvn
凹	nrp
伶	li~
揣	cvn
揣	c!i
窘	$rn
悸	#ri
垮	$a
嚼	ziu
嚼	z@k
尿	niu
沼	ziu
塘	to~
肋	lrk
肋	lak
簇	cuk
哆	do
兢	gi~
鞠	guk
匿	nik
匿	nei
膨	pa~
蔚	wri
楠	nam
剔	tik
靴	h@
萌	mr~
棘	gik
娥	~o
沌	d!n
砂	sa
脯	pou
脯	fu
螺	lo
瞻	zim
瀑	buk
璧	bik
漓	lei
踱	dok
敷	fu
偎	wui
噩	~ok
搔	sou
晏	~an
晏	an
匣	hap
倔	#rt
蹬	dr~
苑	jvn
彰	z@~
拇	mou
寥	liu
